iter	RMSE
178	0.1957156606
179	0.1948766087
180	0.1940384917
181	0.1932515983
182	0.1927564791
183	0.1921644023
184	0.1914041088
185	0.190895012
186	0.1904020143
187	0.1897115024
188	0.1889979788
189	0.1887697504
190	0.1883868888
191	0.1878454205
192	0.1874248308
193	0.1865892733
194	0.1858884608
195	0.1849576943
196	0.1841749437
197	0.1834650386
198	0.1827523345
199	0.1822447476
200	0.1815439939
201	0.1809727392
202	0.1803031981
203	0.1799677663
204	0.1792813555
205	0.178485405
206	0.1782974296
207	0.1778183282
208	0.1769643352
209	0.1766846444
210	0.1760986487
211	0.1755073926
212	0.1747197627
213	0.1743268658
214	0.1738699223
215	0.1733817794
216	0.1730723341
217	0.1725376181
218	0.1718713616
219	0.171499069
220	0.1709554552
221	0.1706008079
222	0.16979663
223	0.169443533
224	0.1688646271
225	0.1686920811
226	0.1681488899
227	0.1676474456
228	0.1669271642
229	0.1666733699
230	0.1663723674
231	0.1658601879
232	0.1656199164
233	0.165397863
234	0.1651227449
235	0.1646683117
236	0.1643275822
237	0.1638058371
238	0.1630772468
239	0.1624375114
240	0.161743894
241	0.1614292472
242	0.1607528612
243	0.1602363684
244	0.1596937362
245	0.1594829361
246	0.1593139376
247	0.1588316061
248	0.1581796598
249	0.1579064443
250	0.1575387634
251	0.1573252609
252	0.1565409092
253	0.1564228587
254	0.1558601915
255	0.1553408679
256	0.1547598126
257	0.1544493458
258	0.1539465001
259	0.1533165751
260	0.1529366609
261	0.1523909556
262	0.1517203675
263	0.1512319633
264	0.150756397
265	0.1505003907
266	0.1501763295
267	0.1495283384
268	0.1488508368
269	0.1484387945
270	0.1481554004
271	0.1474644604
272	0.146919804
273	0.1462234882
274	0.1455531797
275	0.1453886327
276	0.1450256077
277	0.1443915785
278	0.1443211155
279	0.1440362311
280	0.1439965773
281	0.1435246106
282	0.142824078
283	0.1425384595
284	0.1420827527
285	0.1414538062
286	0.1414205677
287	0.140985312
288	0.1406919655
289	0.1402789588
290	0.1398415825
291	0.1393728922
292	0.1389231458
293	0.1388901375
294	0.1386980246
295	0.1384903511
296	0.1378457944
297	0.1372487453
298	0.1366118116
299	0.1361966336
300	0.1355599046
301	0.135197252
302	0.13467451
303	0.1344189744
304	0.1339997443
305	0.1338760908
306	0.1334049428
307	0.1329329629
308	0.1326485137
309	0.1321058179
310	0.131769914
311	0.1313809203
312	0.1310817735
313	0.1307663873
314	0.1304786936
315	0.1302711031
316	0.1299916955
317	0.129431894
318	0.1291461174
319	0.1290033223
320	0.1286259738
321	0.1284626668
322	0.1283076351
323	0.1278734352
324	0.127702781
325	0.127518773
326	0.1271024417
327	0.126587212
328	0.1262519501
329	0.1258890696
330	0.1254616859
331	0.1251624528
332	0.1248466462
333	0.1244775956
334	0.1244528908
335	0.1240986409
336	0.1237045158
337	0.1236001057
338	0.1234069211
339	0.123143608
340	0.1227905821
341	0.122364091
342	0.1219409976
343	0.1216036739
344	0.121289633
345	0.1211532534
346	0.1210142725
347	0.1206796556
348	0.120430516
349	0.120043837
350	0.119845669
351	0.1198216651
352	0.1196396333
353	0.1193769298
354	0.1189942173
355	0.1187859139
356	0.1183988507
357	0.1182127903
358	0.1180015529
359	0.1175152536
360	0.1172013934
361	0.1169222277
362	0.1166111183
363	0.1163509384
364	0.1162917566
365	0.1160031694
366	0.1158562418
367	0.1154822282
368	0.1152851809
369	0.1148921062
370	0.1144898505
371	0.1141210069
372	0.1138884209
373	0.1136956163
374	0.1133797554
375	0.1131062652
376	0.1129107044
377	0.1126521057
378	0.1123221536
379	0.1121768027
380	0.1115343775
381	0.1112276297
382	0.1107976674
383	0.1105438776
384	0.1104447434
385	0.1103233187
386	0.1100728287
387	0.1098392397
388	0.1095313155
389	0.1091883957
390	0.1088962025
391	0.1085129895
392	0.108243624
393	0.107989033
394	0.1076796051
395	0.1074433538
396	0.1072272451
397	0.1070026399
398	0.1068059387
399	0.1065872873
400	0.1063840858
401	0.1061141973
402	0.1058164545
403	0.1055383745
404	0.1053288485
405	0.1049688587
406	0.1046614657
407	0.1044178511
408	0.1041762692
409	0.1039045025
410	0.1034716903
411	0.1032850232
412	0.1031216528
413	0.1030019743
414	0.1027590825
415	0.1025286191
416	0.1023714629
417	0.1020467487
418	0.1018344833
419	0.1017344663
420	0.1016448991
421	0.1010652887
422	0.1009461762
423	0.1007046
424	0.1004698248
425	0.1001538027
426	0.09987227525
427	0.09979309643
428	0.09956205693
429	0.09931224028
430	0.0991552113
431	0.09900133534
432	0.09846961833
433	0.0981661589
434	0.09789917388
435	0.0977402382
436	0.09748739592
437	0.09722391469
438	0.09692479624
439	0.09671377194
440	0.0965941061
441	0.09636523292
442	0.09612708325
443	0.09603695699
444	0.09587680496
445	0.0956552075
446	0.0953689313
447	0.09518118131
448	0.09500664141
449	0.09479732771
450	0.09473325133
451	0.09431412583
452	0.09394399716
453	0.09372925161
454	0.09349308254
455	0.09330134579
456	0.09309892226
457	0.09289102443
458	0.09282673822
459	0.0925749687
460	0.09228740999
461	0.09203297799
462	0.09175331323
463	0.09146942326
464	0.09121267112
465	0.09094596092
466	0.09071061983
467	0.0904787513
468	0.09025323537
469	0.09008642592
470	0.08995252563
471	0.08989187606
472	0.08975815124
473	0.08951956824
474	0.08930190164
475	0.08909081805
476	0.08888985568
477	0.08877124274
478	0.08857473626
479	0.08831648173
480	0.08819171357
481	0.08782230871
482	0.0875413878
483	0.08733467752
484	0.08714370893
485	0.08684986379
486	0.08672706135
487	0.08654600095
488	0.0862499878
489	0.08611453338
490	0.08605973429
491	0.0859400988
492	0.0858943772
493	0.08565184418
494	0.08544979221
495	0.08531156898
496	0.08509115769
497	0.08495224175
498	0.08474935402
499	0.08464787698
500	0.08454177307
501	0.08450178913
502	0.08426723031
503	0.08401058341
504	0.08372146743
505	0.08350865481
506	0.08322361031
507	0.08286605256
508	0.08263372573
509	0.08241244538
510	0.08224180532
511	0.08212481402
512	0.08184686002
513	0.08176437086
514	0.08155389938
515	0.08143533942
516	0.08127750196
517	0.08113308665
518	0.08091261962
519	0.08078120496
520	0.08064899296
521	0.08055259081
522	0.08042316607
523	0.08022999236
524	0.07991030099
525	0.07962322975
526	0.07947936499
527	0.07939224149
528	0.07921876764
529	0.07887801884
530	0.07884626926
531	0.07862901135
532	0.07835785435
533	0.07816659194
534	0.07789492718
535	0.07773456052
536	0.07755041422
537	0.07729668241
538	0.07720900418
539	0.07710191009
540	0.07699499937
541	0.07671098269
542	0.07641777604
543	0.07603869072
544	0.07586593531
545	0.07575779904
546	0.07547096923
547	0.07542672595
548	0.0751830041
549	0.07493935674
550	0.0748789883
551	0.07476371641
552	0.07450451419
553	0.07434781121
554	0.07411682074
555	0.0739732293
556	0.07384475414
557	0.07362647923
558	0.07342620281
559	0.07317713856
560	0.07297146722
561	0.07295036235
562	0.07280187198
563	0.07258685573
564	0.07224620639
565	0.0719412852
566	0.07184494565
567	0.07170334703
568	0.07151405301
569	0.07133932931
570	0.07132404728
571	0.07123925125
572	0.07116400073
573	0.07109504146
574	0.07078859862
575	0.0704866732
576	0.07044222492
577	0.0703982694
578	0.07032753849
579	0.07025329316
580	0.0700568544
581	0.07004315856
582	0.06999994827
583	0.0698965044
584	0.06970073761
585	0.06952337359
586	0.06942286816
587	0.06925213983
588	0.06919595315
589	0.0690065218
590	0.06892221999
591	0.06874788854
592	0.06859281827
593	0.06849623813
594	0.0684888468
595	0.06838062689
596	0.06818265816
597	0.0679415485
598	0.06781284087
599	0.06760336657
600	0.06732092046
601	0.06728592767
602	0.06721084684
603	0.06708658986
604	0.06700335331
605	0.0667609624
606	0.06666624795
607	0.06655472349
608	0.06648594661
609	0.06627872703
610	0.0661877819
611	0.06605676444
612	0.0659934531
613	0.06575330217
614	0.06550054024
615	0.06521154493
616	0.06507738575
617	0.06488992756
618	0.06473447115
619	0.06465239263
620	0.0644329977
621	0.06426230497
622	0.06408327675
623	0.06391721615
624	0.06360188979
625	0.06354879717
626	0.06341972051
627	0.06320566083
628	0.06301430169
629	0.06292240035
630	0.06285286963
631	0.06270480015
632	0.06245250753
633	0.06230033732
634	0.06226441788
635	0.06212211829
636	0.06204298176
637	0.06192485391
638	0.06183224695
639	0.06171408183
640	0.06157057596
641	0.06139619886
642	0.0613347293
643	0.0612699306
644	0.0610720638
645	0.06080061802
646	0.06058929297
647	0.06041072126
648	0.0601755819
649	0.06017080645
650	0.06013689198
651	0.0600185801
652	0.05986979459
653	0.05959442396
654	0.0594506047
655	0.05926925569
656	0.05919293881
657	0.05908111437
658	0.05903885189
659	0.05890458904
660	0.05872785297
661	0.05860726693
662	0.05855784268
663	0.05852234623
664	0.05834590275
665	0.05815698734
666	0.05802998025
667	0.05801242688
668	0.05800694451
669	0.05786025563
670	0.05783723308
671	0.05766017353
672	0.0574747515
673	0.05730106218
674	0.05728838665
675	0.05706175449
676	0.05691399999
677	0.056869193
678	0.05686305572
679	0.0568346319
680	0.05664151449
681	0.05639287965
682	0.05638623787
683	0.05630539005
684	0.05618992028
685	0.05615944757
686	0.05615545757
687	0.05603435244
688	0.05584028057
689	0.05561502508
690	0.05544247942
691	0.05535073417
692	0.05533531411
693	0.05517383487
694	0.05499839995
695	0.05499191542
696	0.05498493766
697	0.05485044001
698	0.05468670306
699	0.05458478582
700	0.05446791011
701	0.05440164843
702	0.05434771015
703	0.05425717695
704	0.05404732158
705	0.05390088912
706	0.05385152
707	0.05374169582
708	0.05370213314
709	0.05354782545
710	0.05342609991
711	0.05336670517
712	0.05328723628
713	0.05325236663
714	0.05321641041
715	0.05304241687
716	0.05303350402
717	0.05298932315
718	0.05280270935
719	0.05276605123
720	0.05268375654
721	0.05248861046
722	0.05233632419
723	0.05227957132
724	0.05214745929
725	0.0519717919
726	0.05196584818
727	0.0518715825
728	0.05173367959
729	0.05168460615
730	0.05157327608
731	0.05151522497
732	0.05139597524
733	0.05126780179
734	0.05120373348
735	0.05110499794
736	0.05096104551
737	0.05095540176
738	0.05086289819
739	0.05081750262
740	0.05073960121
741	0.05067418805
742	0.05060786032
743	0.05049791463
744	0.05043155802
745	0.05030326241
746	0.05024589016
747	0.05005989516
748	0.04992434977
749	0.04981673417
750	0.04965488039
751	0.04964804052
752	0.04942966263
753	0.04938928285
754	0.04922272708
755	0.04913573458
756	0.04913069059
757	0.04905245765
758	0.04896349429
759	0.04879945856
760	0.04869295177
761	0.04854440954
762	0.04847297065
763	0.04832646169
764	0.04830921905
765	0.04829175331
766	0.04824852202
767	0.04814053089
768	0.04811720654
769	0.04807523112
770	0.0480059413
771	0.04789550561
772	0.0478072267
773	0.04765286089
774	0.04758935005
775	0.04753186053
776	0.04747813117
777	0.04746419368
778	0.04739883925
779	0.04724142821
780	0.04717732239
781	0.04702575578
782	0.04687282773
783	0.0467195639
784	0.04666440783
785	0.04663260496
786	0.04652765708
787	0.04641878373
788	0.0464067186
789	0.04631003236
790	0.04629690954
791	0.04629233537
792	0.04614855744
793	0.04603454495
794	0.045920199
795	0.04588060344
796	0.045827651
797	0.04571699953
798	0.04564241685
799	0.04548319877
800	0.04541768869
801	0.04529619555
802	0.04519435781
803	0.04505163646
804	0.04493865603
805	0.04487495301
806	0.04474146872
807	0.04460367299
808	0.04448185563
809	0.04433810948
810	0.04426283088
811	0.04421059524
812	0.04413328074
813	0.04401743932
814	0.04394588548
815	0.0439144408
816	0.04383955875
817	0.0438202447
818	0.04379578379
819	0.04371526013
820	0.04366601499
821	0.04350198131
822	0.04341310007
823	0.0433224324
824	0.04326652018
825	0.04311876728
826	0.04311538235
827	0.04302968259
828	0.04298108564
829	0.04297706894
830	0.04286266266
831	0.04273152824
832	0.04264329392
833	0.04253241876
834	0.04241288843
835	0.04224701877
836	0.04218918379
837	0.04206911761
838	0.042018725
839	0.04192930564
840	0.04180536724
841	0.04174806019
842	0.04172513648
843	0.04166601972
844	0.04162272944
845	0.04156588295
846	0.04144868802
847	0.04134778553
848	0.04130248133
849	0.04121435244
850	0.04113491759
851	0.04102777658
852	0.04091665084
853	0.04080152513
854	0.04070301248
855	0.04057333405
856	0.04056979263
857	0.04049242541
858	0.04048570077
859	0.04040954654
860	0.04028326455
861	0.04023980096
862	0.04020571697
863	0.04009258541
864	0.0400024203
865	0.03983035315
866	0.03974568405
867	0.03960291014
868	0.03949076954
869	0.03938519648
870	0.03930802737
871	0.03920200026
872	0.03912658503
873	0.03910390761
874	0.03908099014
875	0.03894478222
876	0.03889314171
877	0.03887024657
878	0.03882837422
879	0.03873321372
880	0.03858944818
881	0.03845915017
882	0.03834632062
883	0.03817001277
884	0.03808664623
885	0.0380277557
886	0.03796572788
887	0.03786476808
888	0.03778920716
889	0.03763605959
890	0.03753993291
891	0.03745604013
892	0.03743462661
893	0.03735255907
894	0.03728032138
895	0.03720265917
896	0.0371456616
897	0.03707982394
898	0.03700671531
899	0.0368687753
900	0.03677305126
901	0.03673545874
902	0.03669361353
903	0.03654292059
904	0.03650024623
905	0.03642093092
906	0.03635519415
907	0.03627713563
908	0.03620639588
909	0.03609809128
910	0.03604271451
911	0.03594318324
912	0.03589178157
913	0.03583853049
914	0.03574419024
915	0.0356752667
916	0.03561730653
917	0.03555195345
918	0.03549431384
919	0.03547172168
920	0.03541642588
921	0.03535560971
922	0.03528575529
923	0.03525510483
924	0.03517787376
925	0.03512323799
926	0.03503509487
927	0.03499995366
928	0.03498088362
929	0.0349080179
930	0.03484092147
931	0.03476826663
932	0.03467919354
933	0.03466589922
934	0.03460868507
935	0.03454768799
936	0.03445286146
937	0.03442147946
938	0.03434403146
939	0.0342576098
940	0.03417127285
941	0.03406729629
942	0.0340199989
943	0.03388298706
944	0.0337928663
945	0.03377510428
946	0.03366688682
947	0.03355110742
948	0.03346656054
949	0.03333909198
950	0.03327177762
951	0.03323617566
952	0.03317610906
953	0.03311270852
954	0.0330215688
955	0.03296737857
956	0.03289750622
957	0.03284051804
958	0.03280682123
959	0.03272766054
960	0.03265475188
961	0.03257836695
962	0.03252846506
963	0.0324762466
964	0.03238481898
965	0.03229398912
966	0.0322205462
967	0.03214869341
968	0.03211492035
969	0.03206628104
970	0.03203100656
971	0.03193097025
972	0.03186303269
973	0.03185861521
974	0.03181122319
975	0.03172416752
976	0.03162152187
977	0.0315399156
978	0.03149370738
979	0.03139256037
980	0.03134135915
981	0.03129091755
982	0.03124791474
983	0.03123322314
984	0.03117099011
985	0.03110637733
986	0.03105260767
987	0.03104526937
988	0.0309854675
989	0.03093242757
990	0.03084311402
991	0.03074690634
992	0.03067338408
993	0.03059070083
994	0.03052547966
995	0.03046265535
996	0.03035626126
997	0.0303067778
998	0.03020154267
999	0.03017768637
